twitter_link,text,date,likes,comments
https://twitter.com/AlianovnaAgente/status/1758294979514929515#m,"En caba están afanando por todos lados. En la calle, edificios enteros! Ponete a laburar pordio jorrrrrrgeeee","Feb 16, 2024 · 12:59 AM UTC",64,4
https://twitter.com/10reencrnacion/status/1758375081716162765#m,"Más fácil.  No dejen entrar a los políticos cuando regresan de sus vacaciones en Europa, por ejemplo","Feb 16, 2024 · 6:17 AM UTC",0,0
https://twitter.com/betnuevamente/status/1758268993519923671#m,Anda a devoto y a floresta y después contame qué onda la delincuencia,"Feb 15, 2024 · 11:16 PM UTC",1,0
https://twitter.com/lolo10121969/status/1758372333838811232#m,Siempre en un aeropuerto! Venías de punta? Y justo te agarraron para la foto? No nos olvidamos Jorgito de tus viajecitos,"Feb 16, 2024 · 6:06 AM UTC",0,0
https://twitter.com/silvana0908/status/1758371531174879513#m,"Está bárbaro. Entonces empiecen a deportar a los indocumentados así no necesariamente sean delincuentes. Segundo, empezá a limpiar la ciudad que es una mugre. Los barrios son una mugre. Queres dar trabajo? Podés armar un ejército con gente para mantener las veredas limpias.Movete","Feb 16, 2024 · 6:03 AM UTC",0,0
https://twitter.com/Tereclase71/status/1758370836745015299#m,Jorge no era necesario tanto circo! Haga su trabajo q p eso le pagamos y deje de andar en modo turista!,"Feb 16, 2024 · 6:00 AM UTC",1,0
https://twitter.com/Rominita777/status/1758370112803930115#m,"Ojalá limpien todo, está gente tiene q estar en su país, ya sea preso, cobrando planes, etc .. no tenemos xq mantenerlos....Es hora d hacer limpieza","Feb 16, 2024 · 5:57 AM UTC",0,0
https://twitter.com/dober51/status/1758368685700665454#m,"Si pero vos estabas vacacionando, basta de fotitos y explicaciones. Inútil… A TRABAJAR!!!","Feb 16, 2024 · 5:52 AM UTC",0,0
https://twitter.com/Tereclase71/status/1758368577659556239#m,"Pasaje Libres: obra sin permiso de obra q ya esta ocasionando daños a la medianera. Se hizo.denuncia, aun no fueron a fiscalizar. Capaz están esperando q se nos venga abajo la medianera tb?","Feb 16, 2024 · 5:51 AM UTC",0,0
https://twitter.com/dober51/status/1758368099747995706#m,"LIMPIEZA, SEGURIDAD Y ORDEN!!! De que manera hay que decírtelo. Basta de relaciones públicas y trabaja!!!","Feb 16, 2024 · 5:49 AM UTC",0,0
https://twitter.com/Tereclase71/status/1758368057389388063#m,Querandies entre Pringles y Yatay: dos casas tomadas y venta de merca. Inseguridad total a la noche.,"Feb 16, 2024 · 5:49 AM UTC",0,0
https://twitter.com/The_0therman/status/1758364997254590559#m,Pensé que lo decías por vos..,"Feb 16, 2024 · 5:37 AM UTC",0,0
https://twitter.com/LuisPer41070957/status/1758364949896724554#m,"Felicidades maestro, como debe ser, a pie de la letra, extranjeros patada para su pais.","Feb 16, 2024 · 5:37 AM UTC",0,0
https://twitter.com/hugomarquez1881/status/1758321320708743231#m,Anda por este porfi.....porque la Bullrich ni bola...,"Feb 16, 2024 · 2:44 AM UTC",3,0
https://twitter.com/JonatanRos2/status/1758363460839088523#m,Agarraron a tu primo?,"Feb 16, 2024 · 5:31 AM UTC",0,0
https://twitter.com/Arielgarciag/status/1758363381898084492#m,Uh! Por eso no te dejan volver de Europa?,"Feb 16, 2024 · 5:31 AM UTC",0,0
https://twitter.com/mnsosa78/status/1758363225794441240#m,Te calzó justo😉... llegaste a Ezeiza .. deportación...pim pum pam asadito... tooodo,"Feb 16, 2024 · 5:30 AM UTC",0,0
https://twitter.com/mrnandz_/status/1758361992237076713#m,LA CONCHA DE TU HERMANA,"Feb 16, 2024 · 5:25 AM UTC",0,0
https://twitter.com/rodrigopereyrav/status/1758361972200902809#m,Como que no y lousto y larrata,"Feb 16, 2024 · 5:25 AM UTC",0,0
https://twitter.com/PataconB/status/1758361136674566276#m,Ya volviste? O seguís de paseo... Chanta!,"Feb 16, 2024 · 5:22 AM UTC",0,0
https://twitter.com/PabloFiszle/status/1758359737165369558#m,Si pero a vos los gorilones te trajeron desde Vte Lopez sin embargo,"Feb 16, 2024 · 5:16 AM UTC",1,0
https://twitter.com/MMari89369/status/1758335044559495621#m,Ponen 4 bombitas de luz y hacen una fiesta.  La casta vive de joda,"Feb 16, 2024 · 3:38 AM UTC",1,0
https://twitter.com/santidela/status/1758318763819102441#m,"Che cuando puedas venite al subte línea B..quizás podés hacer algo por la gente que viaja horrible todos los días...no sabíamos que era con invitación, estás invitado mañana a las 18 hs.","Feb 16, 2024 · 2:33 AM UTC",8,0
https://twitter.com/Phil_Connors_Ar/status/1758319255878017504#m,Hola @jorgemacri  ¿Cuándo asumís?,"Feb 16, 2024 · 2:35 AM UTC",10,0
https://twitter.com/PedroJoseAgrelo/status/1758333042358211017#m,"Trajiste ideas del palazzo borghese en Roma, de Punta del Este o de Río de Janeiro rey?","Feb 16, 2024 · 3:30 AM UTC",2,0
https://twitter.com/victorianabra/status/1758319318020800970#m,Vos o un holograma ?,"Feb 16, 2024 · 2:36 AM UTC",2,0
https://twitter.com/CDvyhailo/status/1758357982247539118#m,Si el tema es que no estabas cuando se inundó... Estabas en el Vaticano pelotudeando con tu mujer con ropa prestada!,"Feb 16, 2024 · 5:09 AM UTC",0,0
https://twitter.com/ScentiaPotentia/status/1758356418900410855#m,Constitución Jorge. Llenos de chorros estamos.,"Feb 16, 2024 · 5:03 AM UTC",1,0
https://twitter.com/virpu/status/1758323199052234820#m,Es cierto que en los hospitales porteños hay cartelería en idioma ruso para falicilitar a esos extranjeros su atención gratis con nuestros impuestos? Conteste por favor y deje de twitear “relatos lindos” que la Ciudad es un abandono.,"Feb 16, 2024 · 2:51 AM UTC",4,0
https://twitter.com/cristaldojuan/status/1758356874049495470#m,Pan y circo después de su gira vacacional por Europa. Y es un Macri. Q otra cosa se podría esperar…,"Feb 16, 2024 · 5:05 AM UTC",0,0
https://twitter.com/Lastovo1/status/1758356552380031460#m,"Justo hace un mes que te fuiste de vacaciones, esto es lo último que hiciste !!!! Macri tenías que ser VAGO !!!","Feb 16, 2024 · 5:04 AM UTC",0,1
https://twitter.com/CabaOjos/status/1758356244484555022#m,"A vos tambien habria que deportarte a vicente Lopez,Ladron de guantes blancos","Feb 16, 2024 · 5:02 AM UTC",0,0
https://twitter.com/turcorecargado/status/1758356113999765609#m,Pero entonces volvete a Vicente lopez,"Feb 16, 2024 · 5:02 AM UTC",0,0
https://twitter.com/martinlrt/status/1758355600570757181#m,"Contexto: llegue a Argentina, baje del chárter  y oh casualidad estaban unos policías y no sé quién","Feb 16, 2024 · 5:00 AM UTC",0,0
https://twitter.com/yendoamenos/status/1758352983778017498#m,Las ganas que te deben haber dado de subirte a uno de esos aviones y hacerte una escapadita. Decí que la jabru te ahorca si te piantas y no la llevas a ella tambien,"Feb 16, 2024 · 4:49 AM UTC",0,0
https://twitter.com/Cristin94091263/status/1758350990099571135#m,Termina de retirar los árboles que cayeron en el tormenton y limpia la ciudad en vez de jugar al milico.,"Feb 16, 2024 · 4:41 AM UTC",0,0
https://twitter.com/reimartinez/status/1758349900310364213#m,"¿Volvió, intendente, o sigue de vacaciones por Europa¿","Feb 16, 2024 · 4:37 AM UTC",0,0
https://twitter.com/MaruBustam/status/1758349649436459064#m,Los puntos verdes tampoco.... vas en camino a ser la PEOR gestión desde la vuelta de la democracia... dejá de hacer política y gestioná... sabes la diferencia?,"Feb 16, 2024 · 4:36 AM UTC",0,0
https://twitter.com/Lopez_Marianoa/status/1758348755659600208#m,Eso se llama HUMO.,"Feb 16, 2024 · 4:33 AM UTC",0,0
https://twitter.com/jandramau1/status/1758286026332836004#m,https://x.com/PobreBalvanera/status/1757954656452444347?s=20 Vas a hacer igual que el que se fue no respondiendo a las necesidades del porteño?,"Feb 16, 2024 · 12:23 AM UTC",14,0
https://twitter.com/MamushkaM/status/1758348316796940440#m,"El jefe de gobierno casi que tampoco, por sus continuidad vacaciones, por eso pisa sólo suelo extranjero o aeropuertos nacionales.","Feb 16, 2024 · 4:31 AM UTC",0,0
https://twitter.com/conysindinero/status/1758348222928494939#m,Te falta elquilombo de la cancha de Riber,"Feb 16, 2024 · 4:30 AM UTC",0,0
https://twitter.com/mffrias/status/1758347477428613202#m,Tendrías que haber estado la semana pasada… pero como no soy rescatista no te puedo mandar a cagar.,"Feb 16, 2024 · 4:28 AM UTC",0,0
https://twitter.com/FLAVIAEDLP/status/1758346881116024948#m,No estabas arrascandote las bolas en París?,"Feb 16, 2024 · 4:25 AM UTC",0,0
https://twitter.com/ok_jimena/status/1758346789072130232#m,"Soy del barrio… es un asco. Lleno de basura, gente durmiendo en esquinas y en los alrededores de la estación que hacen sus necesidades en la calle y hasta se asean con lo q pueden a la vista de todos. Los contenedores de la zona son viejos, pocos y malolientes… hay ratas","Feb 16, 2024 · 4:25 AM UTC",0,0
https://twitter.com/IsmaelAudi/status/1758346746571231570#m,El primer día de la gestión vos te fuiste en avión privado a Pta del Este…,"Feb 16, 2024 · 4:25 AM UTC",0,0
https://twitter.com/MynameisCristo/status/1758346439954968596#m,"Ya rajaste a Kris, flor, maxi, chizito, Mayra y a todos los peronchos que viven en puerto Madero?","Feb 16, 2024 · 4:23 AM UTC",0,0
https://twitter.com/JuanitoBondiola/status/1758346373567504621#m,"El forro que gobierna para zona norte, nomás.","Feb 16, 2024 · 4:23 AM UTC",0,0
https://twitter.com/Gaston_Granero/status/1758345944301474262#m,Te esperamos en liniers,"Feb 16, 2024 · 4:21 AM UTC",1,0
https://twitter.com/LermaMerce/status/1758345915717337514#m,justo llegabas de Europa para sacarte la foto,"Feb 16, 2024 · 4:21 AM UTC",0,0
